mass,radius,air_resistance,time,velocity,acceleration,height
6.07146859312648,0.20935224453370835,1.4957615527621204,0.0,6.482811950041588e-11,9.897602713180454,49.48243146103966
6.07146859312648,0.20935224453370835,1.4957615527621204,0.01,0.0977730070259903,9.874832046660446,49.68065164039336
6.07146859312648,0.20935224453370835,1.4957615527621204,0.02,0.19641183262532658,9.816020987949729,50.34824643810726
6.07146859312648,0.20935224453370835,1.4957615527621204,0.03,0.2934672370559705,9.815166648823306,50.32401583656973
6.07146859312648,0.20935224453370835,1.4957615527621204,0.04,0.38880741244336847,9.662684774569907,50.094387864835824
6.07146859312648,0.20935224453370835,1.4957615527621204,0.05,0.4881737913044594,9.869917875759448,49.62627595537308
6.07146859312648,0.20935224453370835,1.4957615527621204,0.060000000000000005,0.5785147442439806,9.766443084932876,50.529470092150326
6.07146859312648,0.20935224453370835,1.4957615527621204,0.07,0.6883130177332825,9.481310632083717,50.73037924903409
6.07146859312648,0.20935224453370835,1.4957615527621204,0.08,0.7892837383934153,9.860279840424953,49.44121390082514
6.07146859312648,0.20935224453370835,1.4957615527621204,0.09,0.8811266503031765,9.745857879543783,50.35394660779158
6.07146859312648,0.20935224453370835,1.4957615527621204,0.09999999999999999,0.9831594376827993,9.712810930941558,50.35607087739718
6.07146859312648,0.20935224453370835,1.4957615527621204,0.10999999999999999,1.0855192972257282,9.631999890403574,50.03416328677395
6.07146859312648,0.20935224453370835,1.4957615527621204,0.11999999999999998,1.1925184218307492,9.956152699831991,50.43015272514629
6.07146859312648,0.20935224453370835,1.4957615527621204,0.12999999999999998,1.2852383663002134,9.809573974624826,49.639021685278124
6.07146859312648,0.20935224453370835,1.4957615527621204,0.13999999999999999,1.3969613081686085,9.710404855943201,50.23331548572283
6.07146859312648,0.20935224453370835,1.4957615527621204,0.15,1.5015742865755097,9.78363402785849,49.651625815269384
6.07146859312648,0.20935224453370835,1.4957615527621204,0.16,1.538692913040768,9.752258130717639,50.43718353773838
6.07146859312648,0.20935224453370835,1.4957615527621204,0.17,1.639579922608397,9.846991798882966,50.10459455402688
