mass,spring_const,amplitude,phase,time,displacement,velocity,acceleration
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.0,1.5457745106320635,7.797743169325391,-7.064305233477203
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.01,1.615798103289041,7.800376010689533,-7.389222668233514
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.02,1.7268162506524412,7.848850222670236,-7.79438530962138
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.03,1.7780808900146967,7.688741751160157,-8.216428745333644
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.04,1.8366909874667192,7.732465967235768,-8.531175986588321
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.05,1.8951735443414968,7.71170039970732,-8.932646032730583
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.060000000000000005,1.995335502579819,7.465494572914756,-9.207907044238981
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.07,2.0739360358107533,7.487138762095265,-9.518099421965317
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.08,2.1456105087743995,7.375368748187094,-9.895480223045679
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.09,2.2107862085406116,7.208068612047481,-10.321961277982501
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.09999999999999999,2.2408726415622704,7.118570530980395,-10.510904815862967
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.10999999999999999,2.3711205147104844,7.090971282784739,-10.874708985594468
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.11999999999999998,2.407925050914945,6.91543178479375,-11.183836800446969
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.12999999999999998,2.487989159845146,6.706559108805728,-11.37833597044778
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.13999999999999999,2.522766228033064,6.65677747703071,-11.87353618219478
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.15,2.602428129521723,6.549353174784946,-12.043458146993512
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.16,2.7416937692330343,6.359065228403221,-12.217631822039849
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.17,2.731206256666387,6.183038184785319,-12.713896230589631
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.18000000000000002,2.798124975320281,6.140115264807288,-12.818735036063732
9.17441644599965,42.36382291132419,4.0118142595367905,5.103647022994106,0.19000000000000003,2.899771789363444,5.932513309961717,-13.191556047487065
