E0,alpha,k,omega,x,t,E
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,0.0,4.757718384647732
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.5,0.0,3.5248142886195333
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.0,0.0,0.6411486314665935
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.5,0.0,-2.622157073630702
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.0,0.0,-4.634926249704002
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.5,0.0,-4.266071474546775
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.0,0.0,-1.8710250384720268
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.5,0.0,1.3808253915828295
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.0,0.0,4.006795368241848
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.5,0.0,4.605341777703649
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.0,0.0,2.9753390622559492
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.5,0.0,-0.1496146043997487
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.0,0.0,-3.1654770091740754
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.5,0.0,-4.638894390978115
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.0,0.0,-3.82378521929648
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.5,0.0,-1.136327766631956
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.0,0.0,2.178890124667898
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.5,0.0,4.387433070546479
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.0,0.0,4.467958827782894
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.5,0.0,2.3440763565351386
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,10.0,0.0,-0.9200739071197175
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,0.2,0.9363779826978655
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.5,0.2,3.570874669287949
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.0,0.2,4.381313193172748
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.5,0.2,3.08996369281996
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.0,0.2,0.2567914035196148
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.5,0.2,-2.6342224670763628
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.0,0.2,-4.274141465309424
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.5,0.2,-3.809309902947438
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.0,0.2,-1.4325283784455887
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.5,0.2,1.6389447705642888
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.0,0.2,3.948258409036452
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.5,0.2,4.254790355321085
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.0,0.2,2.4935526212794983
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.5,0.2,-0.48359382147694185
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.0,0.2,-3.223292309093137
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.5,0.2,-4.378174873881094
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.0,0.2,-3.3295670975662737
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.5,0.2,-0.7073648373405133
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.0,0.2,2.2933164345997494
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.5,0.2,4.182961809889248
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,10.0,0.2,4.011014973353342
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,0.4,-3.7500304168293717
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.5,0.4,-1.672777088819005
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.0,0.4,1.1622774393168218
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.5,0.4,3.3973078259585483
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.0,0.4,4.014455275704193
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.5,0.4,2.5990126905073825
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.0,0.4,-0.07932729253936632
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.5,0.4,-2.7253692644690743
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.0,0.4,-4.037168038610544
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.5,0.4,-3.3917616101233112
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.0,0.4,-1.0280711759448447
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.5,0.4,1.8029977182402954
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.0,0.4,3.738390967898252
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.5,0.4,3.7854334316242624
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.0,0.4,2.0680974104080185
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.5,0.4,-0.7566218168308116
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.0,0.4,-3.1785324179134657
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.5,0.4,-4.016099078178515
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.0,0.4,-2.9096997079254208
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.5,0.4,-0.34914765136979303
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,10.0,0.4,2.3972880777826986
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,0.6000000000000001,-2.2737609094018763
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.5,0.6000000000000001,-3.671428947962488
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.0,0.6000000000000001,-3.2808533781990423
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.5,0.6000000000000001,-1.2613764017237241
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.0,0.6000000000000001,1.3284448909028672
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.5,0.6000000000000001,3.3360373300027035
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.0,0.6000000000000001,3.653498216235275
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.5,0.6000000000000001,2.171050304234817
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.0,0.6000000000000001,-0.3649211959797562
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.5,0.6000000000000001,-2.724104021795039
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.0,0.6000000000000001,-3.7978060336413573
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.5,0.6000000000000001,-2.905121100533076
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.0,0.6000000000000001,-0.6697108936735244
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.5,0.6000000000000001,1.9223747582551094
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.0,0.6000000000000001,3.505783631624524
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.5,0.6000000000000001,3.486818379267626
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.0,0.6000000000000001,1.613558888269931
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.5,0.6000000000000001,-0.9727639968195108
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.0,0.6000000000000001,-3.1393499461475893
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.5,0.6000000000000001,-3.71124362528104
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,10.0,0.6000000000000001,-2.488828774750885
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,0.8,2.288921473747685
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.5,0.8,-0.024547846299197148
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.0,0.8,-2.2985875694250453
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,1.5,0.8,-3.4831044544249607
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.0,0.8,-2.9145363705336185
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,2.5,0.8,-0.9056103404154173
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.0,0.8,1.5358957477277513
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,3.5,0.8,3.1926175865947184
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.0,0.8,3.30771187722525
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,4.5,0.8,1.7799752689864994
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.0,0.8,-0.6101862410443719
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,5.5,0.8,-2.7001282795433994
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.0,0.8,-3.467051074280785
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,6.5,0.8,-2.482950229494296
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.0,0.8,-0.3375891348754254
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,7.5,0.8,2.0279704861291545
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.0,0.8,3.3676530764407424
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,8.5,0.8,3.0867329187743717
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.0,0.8,1.2774261011556347
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,9.5,0.8,-1.1867549211577708
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,10.0,0.8,-2.9765325307968866
4.719894766793154,0.7699521664446205,1.43376775181239,6.777697475465796,0.0,1.0,2.7949545602119406
